会員番号,Googleメール,GoogleID,名前,性別,年代,業種,職種,現在地,出身地,自己紹介,こんな人と繋がりたい,こんな人とは繋がりたくない,タグ,プロフィール画像URL,LINE,Instagram,X,YouTube,掲載中,社長マーク,社長マーク状態,オンライン状態,掲載日,登録日時,更新日時,最終ログイン日時
00173,user00173@example.com,google-sub-00173,和田拓也,男性,40代,建設・不動産,CEO,佐賀県,大阪府,建設・不動産で活動するCEOの和田拓也です。会員No.00173として交流を楽しみにしています。,建設・不動産や関連分野で協業できる方,一方的な営業のみの方,"建設,CEO,佐賀",https://i.pravatar.cc/150?img=33,https://line.me/,https://instagram.com/,https://x.com/,,TRUE,FALSE,なし,オフライン,2026-05-07 20:00:00,2026-04-14 20:00:00,2026-05-09 05:00:00,2026-05-09 05:00:00
00174,user00174@example.com,google-sub-00174,中山奈々,女性,50代,飲食・サービス,サロンオーナー,沖縄県,広島県,飲食・サービスで活動するサロンオーナーの中山奈々です。会員No.00174として交流を楽しみにしています。,飲食・サービスや関連分野で協業できる方,一方的な営業のみの方,"飲食,サロンオーナー,沖縄",https://i.pravatar.cc/150?img=34,,https://instagram.com/,https://x.com/,https://youtube.com/,TRUE,FALSE,なし,オフライン,2026-04-14 08:00:00,2026-03-21 08:00:00,2026-04-15 14:00:00,2026-04-15 14:00:00
00175,user00175@example.com,google-sub-00175,石田蓮,男性,60代,製造業,専務取締役,静岡県,沖縄県,製造業で活動する専務取締役の石田蓮です。会員No.00175として交流を楽しみにしています。,製造業や関連分野で協業できる方,一方的な営業のみの方,"製造,専務取締役,静岡",https://i.pravatar.cc/150?img=35,https://line.me/,https://instagram.com/,,,TRUE,FALSE,なし,オンライン,2026-05-07 07:00:00,2026-04-29 07:00:00,2026-05-08 03:00:00,2026-05-08 03:00:00
00176,user00176@example.com,google-sub-00176,上田美穂,女性,20代,IT・通信,工場長,新潟県,北海道,IT・通信で活動する工場長の上田美穂です。会員No.00176として交流を楽しみにしています。,IT・通信や関連分野で協業できる方,一方的な営業のみの方,"IT,工場長,新潟",https://i.pravatar.cc/150?img=36,https://line.me/,,https://x.com/,,TRUE,FALSE,なし,オフライン,2026-03-17 23:00:00,2026-03-09 23:00:00,2026-03-19 03:00:00,2026-03-19 03:00:00
00177,user00177@example.com,google-sub-00177,森田剛,男性,30代,小売,部長,北海道,神奈川県,小売で活動する部長の森田剛です。会員No.00177として交流を楽しみにしています。,小売や関連分野で協業できる方,一方的な営業のみの方,"小売,部長,北海道",https://i.pravatar.cc/150?img=37,,https://instagram.com/,https://x.com/,,TRUE,FALSE,なし,オフライン,2026-03-27 11:00:00,2026-03-09 11:00:00,2026-03-29 02:00:00,2026-03-29 02:00:00
00178,user00178@example.com,google-sub-00178,原花,女性,40代,教育,個人事業主,宮城県,愛知県,教育で活動する個人事業主の原花です。会員No.00178として交流を楽しみにしています。,教育や関連分野で協業できる方,一方的な営業のみの方,"教育,個人事業主,宮城",https://i.pravatar.cc/150?img=38,https://line.me/,https://instagram.com/,https://x.com/,,TRUE,FALSE,なし,オフライン,2026-05-20 01:00:00,2026-05-05 01:00:00,2026-05-20 21:00:00,2026-05-20 21:00:00
00179,user00179@example.com,google-sub-00179,柴田直樹,男性,50代,医療・福祉,フリーランス,東京都,兵庫県,医療・福祉で活動するフリーランスの柴田直樹です。会員No.00179として交流を楽しみにしています。,医療・福祉や関連分野で協業できる方,一方的な営業のみの方,"医療,フリーランス,東京",https://i.pravatar.cc/150?img=39,https://line.me/,https://instagram.com/,https://x.com/,,TRUE,FALSE,なし,オフライン,2026-04-30 19:00:00,2026-04-19 19:00:00,2026-05-01 11:00:00,2026-05-01 11:00:00
00180,user00180@example.com,google-sub-00180,酒井結衣,女性,60代,その他,その他,神奈川県,佐賀県,その他で活動するその他の酒井結衣です。会員No.00180として交流を楽しみにしています。,その他や関連分野で協業できる方,一方的な営業のみの方,"その,その他,神奈川",https://i.pravatar.cc/150?img=40,,,,https://youtube.com/,FALSE,FALSE,なし,オフライン,2026-05-27 06:00:00,2026-05-05 06:00:00,2026-05-27 23:00:00,2026-05-05 06:00:00
00181,user00181@example.com,google-sub-00181,佐藤蒼,男性,20代,サービス業,経営者,埼玉県,新潟県,サービス業で活動する経営者の佐藤蒼です。会員No.00181として交流を楽しみにしています。,サービス業や関連分野で協業できる方,一方的な営業のみの方,"サー,経営者,埼玉",https://i.pravatar.cc/150?img=41,https://line.me/,https://instagram.com/,https://x.com/,,TRUE,FALSE,なし,オフライン,2026-07-11 09:00:00,2026-06-11 09:00:00,2026-07-11 21:00:00,2026-07-11 21:00:00
00182,user00182@example.com,google-sub-00182,鈴木恵,女性,30代,美容・健康,代表取締役,千葉県,東京都,美容・健康で活動する代表取締役の鈴木恵です。会員No.00182として交流を楽しみにしています。,美容・健康や関連分野で協業できる方,一方的な営業のみの方,"美容,代表取締役,千葉",https://i.pravatar.cc/150?img=42,https://line.me/,https://instagram.com/,https://x.com/,,TRUE,FALSE,なし,オンライン,2026-07-10 12:00:00,2026-06-25 12:00:00,2026-07-11 23:00:00,2026-07-11 23:00:00
00183,user00183@example.com,google-sub-00183,高橋剛,男性,40代,建設・不動産,CEO,愛知県,千葉県,建設・不動産で活動するCEOの高橋剛です。会員No.00183として交流を楽しみにしています。,建設・不動産や関連分野で協業できる方,一方的な営業のみの方,"建設,CEO,愛知",https://i.pravatar.cc/150?img=43,,https://instagram.com/,https://x.com/,,TRUE,FALSE,なし,オフライン,2026-04-04 10:00:00,2026-03-15 10:00:00,2026-04-06 07:00:00,2026-04-06 07:00:00
00184,user00184@example.com,google-sub-00184,田中心,女性,50代,飲食・サービス,サロンオーナー,大阪府,京都府,飲食・サービスで活動するサロンオーナーの田中心です。会員No.00184として交流を楽しみにしています。,飲食・サービスや関連分野で協業できる方,一方的な営業のみの方,"飲食,サロンオーナー,大阪",https://i.pravatar.cc/150?img=44,https://line.me/,,https://x.com/,,TRUE,FALSE,なし,オフライン,2026-05-06 01:00:00,2026-05-04 01:00:00,2026-05-06 19:00:00,2026-05-06 19:00:00
00185,user00185@example.com,google-sub-00185,伊藤剛,男性,60代,製造業,専務取締役,京都府,福岡県,製造業で活動する専務取締役の伊藤剛です。会員No.00185として交流を楽しみにしています。,製造業や関連分野で協業できる方,一方的な営業のみの方,"製造,専務取締役,京",https://i.pravatar.cc/150?img=45,https://line.me/,https://instagram.com/,,,TRUE,FALSE,なし,オフライン,2026-05-11 18:00:00,2026-05-02 18:00:00,2026-05-13 12:00:00,2026-05-13 12:00:00
00186,user00186@example.com,google-sub-00186,渡辺莉子,女性,20代,IT・通信,工場長,兵庫県,静岡県,IT・通信で活動する工場長の渡辺莉子です。会員No.00186として交流を楽しみにしています。,IT・通信や関連分野で協業できる方,一方的な営業のみの方,"IT,工場長,兵庫",https://i.pravatar.cc/150?img=46,,https://instagram.com/,https://x.com/,https://youtube.com/,TRUE,FALSE,なし,オフライン,2026-05-15 10:00:00,2026-04-28 10:00:00,2026-05-16 19:00:00,2026-05-16 19:00:00
00187,user00187@example.com,google-sub-00187,山本達也,男性,30代,小売,部長,広島県,宮城県,小売で活動する部長の山本達也です。会員No.00187として交流を楽しみにしています。,小売や関連分野で協業できる方,一方的な営業のみの方,"小売,部長,広島",https://i.pravatar.cc/150?img=47,https://line.me/,https://instagram.com/,https://x.com/,,TRUE,FALSE,なし,オフライン,2026-05-08 08:00:00,2026-04-28 08:00:00,2026-05-09 06:00:00,2026-05-09 06:00:00
00188,user00188@example.com,google-sub-00188,中村葵,女性,40代,教育,個人事業主,福岡県,埼玉県,教育で活動する個人事業主の中村葵です。会員No.00188として交流を楽しみにしています。,教育や関連分野で協業できる方,一方的な営業のみの方,"教育,個人事業主,福岡",https://i.pravatar.cc/150?img=48,https://line.me/,,https://x.com/,,TRUE,FALSE,なし,オフライン,2026-05-28 16:00:00,2026-05-20 16:00:00,2026-05-29 06:00:00,2026-05-29 06:00:00
00189,user00189@example.com,google-sub-00189,小林翔太,男性,50代,医療・福祉,フリーランス,佐賀県,大阪府,医療・福祉で活動するフリーランスの小林翔太です。会員No.00189として交流を楽しみにしています。,医療・福祉や関連分野で協業できる方,一方的な営業のみの方,"医療,フリーランス,佐賀",https://i.pravatar.cc/150?img=49,,https://instagram.com/,https://x.com/,,TRUE,FALSE,なし,オンライン,2026-03-31 19:00:00,2026-03-21 19:00:00,2026-04-01 02:00:00,2026-04-01 02:00:00
00190,user00190@example.com,google-sub-00190,加藤陽菜,女性,60代,その他,その他,沖縄県,広島県,その他で活動するその他の加藤陽菜です。会員No.00190として交流を楽しみにしています。,その他や関連分野で協業できる方,一方的な営業のみの方,"その,その他,沖縄",https://i.pravatar.cc/150?img=50,https://line.me/,https://instagram.com/,,,TRUE,FALSE,なし,オフライン,2026-03-26 20:00:00,2026-03-20 20:00:00,2026-03-27 09:00:00,2026-03-27 09:00:00
00191,user00191@example.com,google-sub-00191,吉田陽翔,男性,20代,サービス業,経営者,静岡県,沖縄県,サービス業で活動する経営者の吉田陽翔です。会員No.00191として交流を楽しみにしています。,サービス業や関連分野で協業できる方,一方的な営業のみの方,"サー,経営者,静岡",https://i.pravatar.cc/150?img=51,https://line.me/,https://instagram.com/,https://x.com/,,TRUE,FALSE,なし,オフライン,2026-07-09 07:00:00,2026-06-15 07:00:00,2026-07-10 16:00:00,2026-07-10 16:00:00
00192,user00192@example.com,google-sub-00192,山田美羽,女性,30代,美容・健康,代表取締役,新潟県,北海道,美容・健康で活動する代表取締役の山田美羽です。会員No.00192として交流を楽しみにしています。,美容・健康や関連分野で協業できる方,一方的な営業のみの方,"美容,代表取締役,新潟",https://i.pravatar.cc/150?img=52,,,https://x.com/,https://youtube.com/,TRUE,FALSE,なし,オフライン,2026-07-09 22:00:00,2026-06-13 22:00:00,2026-07-10 10:00:00,2026-07-10 10:00:00
00193,user00193@example.com,google-sub-00193,佐々木裕介,男性,40代,建設・不動産,CEO,北海道,神奈川県,建設・不動産で活動するCEOの佐々木裕介です。会員No.00193として交流を楽しみにしています。,建設・不動産や関連分野で協業できる方,一方的な営業のみの方,"建設,CEO,北海道",https://i.pravatar.cc/150?img=53,https://line.me/,https://instagram.com/,https://x.com/,,TRUE,FALSE,なし,オフライン,2026-06-02 14:00:00,2026-05-28 14:00:00,2026-06-03 09:00:00,2026-06-03 09:00:00
00194,user00194@example.com,google-sub-00194,山口美咲,女性,50代,飲食・サービス,サロンオーナー,宮城県,愛知県,飲食・サービスで活動するサロンオーナーの山口美咲です。会員No.00194として交流を楽しみにしています。,飲食・サービスや関連分野で協業できる方,一方的な営業のみの方,"飲食,サロンオーナー,宮城",https://i.pravatar.cc/150?img=54,https://line.me/,https://instagram.com/,https://x.com/,,TRUE,FALSE,なし,オフライン,2026-04-02 08:00:00,2026-03-29 08:00:00,2026-04-03 01:00:00,2026-04-03 01:00:00
00195,user00195@example.com,google-sub-00195,松本健太,男性,60代,製造業,専務取締役,東京都,兵庫県,製造業で活動する専務取締役の松本健太です。会員No.00195として交流を楽しみにしています。,製造業や関連分野で協業できる方,一方的な営業のみの方,"製造,専務取締役,東京",https://i.pravatar.cc/150?img=55,,https://instagram.com/,,,TRUE,FALSE,なし,オフライン,2026-06-25 08:00:00,2026-06-16 08:00:00,2026-06-27 04:00:00,2026-06-27 04:00:00
00196,user00196@example.com,google-sub-00196,井上真由,女性,20代,IT・通信,工場長,神奈川県,佐賀県,IT・通信で活動する工場長の井上真由です。会員No.00196として交流を楽しみにしています。,IT・通信や関連分野で協業できる方,一方的な営業のみの方,"IT,工場長,神奈川",https://i.pravatar.cc/150?img=56,https://line.me/,,https://x.com/,,TRUE,FALSE,なし,オンライン,2026-04-11 10:00:00,2026-04-08 10:00:00,2026-04-11 10:00:00,2026-04-11 10:00:00
00197,user00197@example.com,google-sub-00197,木村陸,男性,30代,小売,部長,埼玉県,新潟県,小売で活動する部長の木村陸です。会員No.00197として交流を楽しみにしています。,小売や関連分野で協業できる方,一方的な営業のみの方,"小売,部長,埼玉",https://i.pravatar.cc/150?img=57,https://line.me/,https://instagram.com/,https://x.com/,,TRUE,FALSE,なし,オフライン,2026-05-26 10:00:00,2026-05-11 10:00:00,2026-05-27 14:00:00,2026-05-27 14:00:00
00198,user00198@example.com,google-sub-00198,林結衣,女性,40代,教育,個人事業主,千葉県,東京都,教育で活動する個人事業主の林結衣です。会員No.00198として交流を楽しみにしています。,教育や関連分野で協業できる方,一方的な営業のみの方,"教育,個人事業主,千葉",https://i.pravatar.cc/150?img=58,,https://instagram.com/,https://x.com/,https://youtube.com/,TRUE,FALSE,なし,オフライン,2026-06-09 00:00:00,2026-06-01 00:00:00,2026-06-10 06:00:00,2026-06-10 06:00:00
00199,user00199@example.com,google-sub-00199,斎藤翔太,男性,50代,医療・福祉,フリーランス,愛知県,千葉県,医療・福祉で活動するフリーランスの斎藤翔太です。会員No.00199として交流を楽しみにしています。,医療・福祉や関連分野で協業できる方,一方的な営業のみの方,"医療,フリーランス,愛知",https://i.pravatar.cc/150?img=59,https://line.me/,https://instagram.com/,https://x.com/,,TRUE,FALSE,なし,オフライン,2026-03-18 23:00:00,2026-03-06 23:00:00,2026-03-20 06:00:00,2026-03-20 06:00:00
00200,user00200@example.com,google-sub-00200,清水恵,女性,60代,その他,その他,大阪府,京都府,その他で活動するその他の清水恵です。会員No.00200として交流を楽しみにしています。,その他や関連分野で協業できる方,一方的な営業のみの方,"その,その他,大阪",https://i.pravatar.cc/150?img=60,https://line.me/,,,,TRUE,FALSE,なし,オフライン,2026-04-19 05:00:00,2026-03-29 05:00:00,2026-04-19 08:00:00,2026-04-19 08:00:00
00201,user00201@example.com,google-sub-00201,阿部拓也,男性,20代,サービス業,経営者,京都府,福岡県,サービス業で活動する経営者の阿部拓也です。会員No.00201として交流を楽しみにしています。,サービス業や関連分野で協業できる方,一方的な営業のみの方,"サー,経営者,京",https://i.pravatar.cc/150?img=61,,https://instagram.com/,https://x.com/,,TRUE,FALSE,なし,オフライン,2026-07-10 07:00:00,2026-06-10 07:00:00,2026-07-11 02:00:00,2026-07-11 02:00:00
00202,user00202@example.com,google-sub-00202,池田恵,女性,30代,美容・健康,代表取締役,兵庫県,静岡県,美容・健康で活動する代表取締役の池田恵です。会員No.00202として交流を楽しみにしています。,美容・健康や関連分野で協業できる方,一方的な営業のみの方,"美容,代表取締役,兵庫",https://i.pravatar.cc/150?img=62,https://line.me/,https://instagram.com/,https://x.com/,,TRUE,FALSE,なし,オフライン,2026-07-10 22:00:00,2026-06-23 22:00:00,2026-07-12 22:00:00,2026-07-12 22:00:00
00203,user00203@example.com,google-sub-00203,森悠人,男性,40代,建設・不動産,CEO,広島県,宮城県,建設・不動産で活動するCEOの森悠人です。会員No.00203として交流を楽しみにしています。,建設・不動産や関連分野で協業できる方,一方的な営業のみの方,"建設,CEO,広島",https://i.pravatar.cc/150?img=63,https://line.me/,https://instagram.com/,https://x.com/,,TRUE,FALSE,なし,オンライン,2026-04-15 06:00:00,2026-03-21 06:00:00,2026-04-16 21:00:00,2026-04-16 21:00:00
00204,user00204@example.com,google-sub-00204,橋本美穂,女性,50代,飲食・サービス,サロンオーナー,福岡県,埼玉県,飲食・サービスで活動するサロンオーナーの橋本美穂です。会員No.00204として交流を楽しみにしています。,飲食・サービスや関連分野で協業できる方,一方的な営業のみの方,"飲食,サロンオーナー,福岡",https://i.pravatar.cc/150?img=64,,,https://x.com/,https://youtube.com/,TRUE,FALSE,なし,オフライン,2026-03-24 09:00:00,2026-03-12 09:00:00,2026-03-25 13:00:00,2026-03-25 13:00:00
00205,user00205@example.com,google-sub-00205,山下蓮,男性,60代,製造業,専務取締役,佐賀県,大阪府,製造業で活動する専務取締役の山下蓮です。会員No.00205として交流を楽しみにしています。,製造業や関連分野で協業できる方,一方的な営業のみの方,"製造,専務取締役,佐賀",https://i.pravatar.cc/150?img=65,https://line.me/,https://instagram.com/,,,TRUE,FALSE,なし,オフライン,2026-05-24 07:00:00,2026-05-11 07:00:00,2026-05-25 02:00:00,2026-05-25 02:00:00
00206,user00206@example.com,google-sub-00206,石川莉子,女性,20代,IT・通信,工場長,沖縄県,広島県,IT・通信で活動する工場長の石川莉子です。会員No.00206として交流を楽しみにしています。,IT・通信や関連分野で協業できる方,一方的な営業のみの方,"IT,工場長,沖縄",https://i.pravatar.cc/150?img=66,https://line.me/,https://instagram.com/,https://x.com/,,TRUE,FALSE,なし,オフライン,2026-04-14 00:00:00,2026-03-26 00:00:00,2026-04-15 23:00:00,2026-04-15 23:00:00
00207,user00207@example.com,google-sub-00207,中島翔太,男性,30代,小売,部長,静岡県,沖縄県,小売で活動する部長の中島翔太です。会員No.00207として交流を楽しみにしています。,小売や関連分野で協業できる方,一方的な営業のみの方,"小売,部長,静岡",https://i.pravatar.cc/150?img=67,,https://instagram.com/,https://x.com/,,TRUE,FALSE,なし,オフライン,2026-03-26 19:00:00,2026-03-06 19:00:00,2026-03-27 08:00:00,2026-03-27 08:00:00
00208,user00208@example.com,google-sub-00208,前田奈々,女性,40代,教育,個人事業主,新潟県,北海道,教育で活動する個人事業主の前田奈々です。会員No.00208として交流を楽しみにしています。,教育や関連分野で協業できる方,一方的な営業のみの方,"教育,個人事業主,新潟",https://i.pravatar.cc/150?img=68,https://line.me/,,https://x.com/,,TRUE,FALSE,なし,オフライン,2026-04-08 23:00:00,2026-04-03 23:00:00,2026-04-09 14:00:00,2026-04-09 14:00:00
00209,user00209@example.com,google-sub-00209,藤田直樹,男性,50代,医療・福祉,フリーランス,北海道,神奈川県,医療・福祉で活動するフリーランスの藤田直樹です。会員No.00209として交流を楽しみにしています。,医療・福祉や関連分野で協業できる方,一方的な営業のみの方,"医療,フリーランス,北海道",https://i.pravatar.cc/150?img=69,https://line.me/,https://instagram.com/,https://x.com/,,TRUE,FALSE,なし,オフライン,2026-04-22 23:00:00,2026-04-17 23:00:00,2026-04-22 23:00:00,2026-04-22 23:00:00
00210,user00210@example.com,google-sub-00210,岡田凛,女性,60代,その他,その他,宮城県,愛知県,その他で活動するその他の岡田凛です。会員No.00210として交流を楽しみにしています。,その他や関連分野で協業できる方,一方的な営業のみの方,"その,その他,宮城",https://i.pravatar.cc/150?img=70,,https://instagram.com/,,https://youtube.com/,FALSE,FALSE,なし,オフライン,2026-05-05 06:00:00,2026-04-20 06:00:00,2026-05-06 00:00:00,2026-04-20 06:00:00
00211,user00211@example.com,google-sub-00211,後藤健太,男性,20代,サービス業,経営者,東京都,兵庫県,サービス業で活動する経営者の後藤健太です。会員No.00211として交流を楽しみにしています。,サービス業や関連分野で協業できる方,一方的な営業のみの方,"サー,経営者,東京",https://i.pravatar.cc/150?img=1,https://line.me/,https://instagram.com/,https://x.com/,,TRUE,FALSE,なし,オフライン,2026-07-10 16:00:00,2026-06-18 16:00:00,2026-07-11 10:00:00,2026-07-11 10:00:00
00212,user00212@example.com,google-sub-00212,長谷川葵,女性,30代,美容・健康,代表取締役,神奈川県,佐賀県,美容・健康で活動する代表取締役の長谷川葵です。会員No.00212として交流を楽しみにしています。,美容・健康や関連分野で協業できる方,一方的な営業のみの方,"美容,代表取締役,神奈川",https://i.pravatar.cc/150?img=2,https://line.me/,,https://x.com/,,TRUE,FALSE,なし,オフライン,2026-07-11 18:00:00,2026-06-12 18:00:00,2026-07-12 10:00:00,2026-07-12 10:00:00
00213,user00213@example.com,google-sub-00213,石井陸,男性,40代,建設・不動産,CEO,埼玉県,新潟県,建設・不動産で活動するCEOの石井陸です。会員No.00213として交流を楽しみにしています。,建設・不動産や関連分野で協業できる方,一方的な営業のみの方,"建設,CEO,埼玉",https://i.pravatar.cc/150?img=3,,https://instagram.com/,https://x.com/,,TRUE,FALSE,なし,オフライン,2026-04-08 19:00:00,2026-03-26 19:00:00,2026-04-09 02:00:00,2026-04-09 02:00:00
00214,user00214@example.com,google-sub-00214,村上陽菜,女性,50代,飲食・サービス,サロンオーナー,千葉県,東京都,飲食・サービスで活動するサロンオーナーの村上陽菜です。会員No.00214として交流を楽しみにしています。,飲食・サービスや関連分野で協業できる方,一方的な営業のみの方,"飲食,サロンオーナー,千葉",https://i.pravatar.cc/150?img=4,https://line.me/,https://instagram.com/,https://x.com/,,TRUE,FALSE,なし,オフライン,2026-06-03 05:00:00,2026-05-30 05:00:00,2026-06-03 22:00:00,2026-06-03 22:00:00
00215,user00215@example.com,google-sub-00215,近藤拓也,男性,60代,製造業,専務取締役,愛知県,千葉県,製造業で活動する専務取締役の近藤拓也です。会員No.00215として交流を楽しみにしています。,製造業や関連分野で協業できる方,一方的な営業のみの方,"製造,専務取締役,愛知",https://i.pravatar.cc/150?img=5,https://line.me/,https://instagram.com/,,,TRUE,FALSE,なし,オフライン,2026-06-23 00:00:00,2026-06-18 00:00:00,2026-06-23 19:00:00,2026-06-23 19:00:00
00216,user00216@example.com,google-sub-00216,坂本美羽,女性,20代,IT・通信,工場長,大阪府,京都府,IT・通信で活動する工場長の坂本美羽です。会員No.00216として交流を楽しみにしています。,IT・通信や関連分野で協業できる方,一方的な営業のみの方,"IT,工場長,大阪",https://i.pravatar.cc/150?img=6,,,https://x.com/,https://youtube.com/,TRUE,FALSE,なし,オフライン,2026-03-28 07:00:00,2026-02-27 07:00:00,2026-03-29 01:00:00,2026-03-29 01:00:00
00217,user00217@example.com,google-sub-00217,遠藤蓮,男性,30代,小売,部長,京都府,福岡県,小売で活動する部長の遠藤蓮です。会員No.00217として交流を楽しみにしています。,小売や関連分野で協業できる方,一方的な営業のみの方,"小売,部長,京",https://i.pravatar.cc/150?img=7,https://line.me/,https://instagram.com/,https://x.com/,,TRUE,FALSE,なし,オンライン,2026-06-16 11:00:00,2026-05-25 11:00:00,2026-06-17 06:00:00,2026-06-17 06:00:00
00218,user00218@example.com,google-sub-00218,青木花,女性,40代,教育,個人事業主,兵庫県,静岡県,教育で活動する個人事業主の青木花です。会員No.00218として交流を楽しみにしています。,教育や関連分野で協業できる方,一方的な営業のみの方,"教育,個人事業主,兵庫",https://i.pravatar.cc/150?img=8,https://line.me/,https://instagram.com/,https://x.com/,,TRUE,FALSE,なし,オフライン,2026-05-28 09:00:00,2026-05-11 09:00:00,2026-05-29 16:00:00,2026-05-29 16:00:00
00219,user00219@example.com,google-sub-00219,藤井蓮,男性,50代,医療・福祉,フリーランス,広島県,宮城県,医療・福祉で活動するフリーランスの藤井蓮です。会員No.00219として交流を楽しみにしています。,医療・福祉や関連分野で協業できる方,一方的な営業のみの方,"医療,フリーランス,広島",https://i.pravatar.cc/150?img=9,,https://instagram.com/,https://x.com/,,TRUE,FALSE,なし,オフライン,2026-06-21 06:00:00,2026-06-20 06:00:00,2026-06-22 09:00:00,2026-06-22 09:00:00
00220,user00220@example.com,google-sub-00220,西村結衣,女性,60代,その他,その他,福岡県,埼玉県,その他で活動するその他の西村結衣です。会員No.00220として交流を楽しみにしています。,その他や関連分野で協業できる方,一方的な営業のみの方,"その,その他,福岡",https://i.pravatar.cc/150?img=10,https://line.me/,,,,TRUE,FALSE,なし,オフライン,2026-04-15 17:00:00,2026-04-15 17:00:00,2026-04-15 22:00:00,2026-04-15 22:00:00
00221,user00221@example.com,google-sub-00221,福田剛,男性,20代,サービス業,経営者,佐賀県,大阪府,サービス業で活動する経営者の福田剛です。会員No.00221として交流を楽しみにしています。,サービス業や関連分野で協業できる方,一方的な営業のみの方,"サー,経営者,佐賀",https://i.pravatar.cc/150?img=11,https://line.me/,https://instagram.com/,https://x.com/,,TRUE,FALSE,なし,オフライン,2026-07-06 07:00:00,2026-06-18 07:00:00,2026-07-06 08:00:00,2026-07-06 08:00:00
00222,user00222@example.com,google-sub-00222,太田奈々,女性,30代,美容・健康,代表取締役,沖縄県,広島県,美容・健康で活動する代表取締役の太田奈々です。会員No.00222として交流を楽しみにしています。,美容・健康や関連分野で協業できる方,一方的な営業のみの方,"美容,代表取締役,沖縄",https://i.pravatar.cc/150?img=12,,https://instagram.com/,https://x.com/,https://youtube.com/,TRUE,FALSE,なし,オフライン,2026-07-08 00:00:00,2026-06-14 00:00:00,2026-07-10 00:00:00,2026-07-10 00:00:00
00223,user00223@example.com,google-sub-00223,三浦直樹,男性,40代,建設・不動産,CEO,静岡県,沖縄県,建設・不動産で活動するCEOの三浦直樹です。会員No.00223として交流を楽しみにしています。,建設・不動産や関連分野で協業できる方,一方的な営業のみの方,"建設,CEO,静岡",https://i.pravatar.cc/150?img=13,https://line.me/,https://instagram.com/,https://x.com/,,TRUE,FALSE,なし,オフライン,2026-05-02 09:00:00,2026-04-12 09:00:00,2026-05-03 13:00:00,2026-05-03 13:00:00
00224,user00224@example.com,google-sub-00224,岡本奈々,女性,50代,飲食・サービス,サロンオーナー,新潟県,北海道,飲食・サービスで活動するサロンオーナーの岡本奈々です。会員No.00224として交流を楽しみにしています。,飲食・サービスや関連分野で協業できる方,一方的な営業のみの方,"飲食,サロンオーナー,新潟",https://i.pravatar.cc/150?img=14,https://line.me/,,https://x.com/,,TRUE,FALSE,なし,オンライン,2026-06-08 07:00:00,2026-05-26 07:00:00,2026-06-09 23:00:00,2026-06-09 23:00:00
00225,user00225@example.com,google-sub-00225,松田陽翔,男性,60代,製造業,専務取締役,北海道,神奈川県,製造業で活動する専務取締役の松田陽翔です。会員No.00225として交流を楽しみにしています。,製造業や関連分野で協業できる方,一方的な営業のみの方,"製造,専務取締役,北海道",https://i.pravatar.cc/150?img=15,,https://instagram.com/,,,TRUE,FALSE,なし,オフライン,2026-06-20 10:00:00,2026-06-09 10:00:00,2026-06-21 12:00:00,2026-06-21 12:00:00
00226,user00226@example.com,google-sub-00226,中川結衣,女性,20代,IT・通信,工場長,宮城県,愛知県,IT・通信で活動する工場長の中川結衣です。会員No.00226として交流を楽しみにしています。,IT・通信や関連分野で協業できる方,一方的な営業のみの方,"IT,工場長,宮城",https://i.pravatar.cc/150?img=16,https://line.me/,https://instagram.com/,https://x.com/,,TRUE,FALSE,なし,オフライン,2026-05-21 22:00:00,2026-04-24 22:00:00,2026-05-22 08:00:00,2026-05-22 08:00:00
00227,user00227@example.com,google-sub-00227,中野和也,男性,30代,小売,部長,東京都,兵庫県,小売で活動する部長の中野和也です。会員No.00227として交流を楽しみにしています。,小売や関連分野で協業できる方,一方的な営業のみの方,"小売,部長,東京",https://i.pravatar.cc/150?img=17,https://line.me/,https://instagram.com/,https://x.com/,,TRUE,FALSE,なし,オフライン,2026-05-10 10:00:00,2026-05-01 10:00:00,2026-05-12 04:00:00,2026-05-12 04:00:00
00228,user00228@example.com,google-sub-00228,原田花,女性,40代,教育,個人事業主,神奈川県,佐賀県,教育で活動する個人事業主の原田花です。会員No.00228として交流を楽しみにしています。,教育や関連分野で協業できる方,一方的な営業のみの方,"教育,個人事業主,神奈川",https://i.pravatar.cc/150?img=18,,,https://x.com/,https://youtube.com/,TRUE,FALSE,なし,オフライン,2026-03-19 08:00:00,2026-03-18 08:00:00,2026-03-20 13:00:00,2026-03-20 13:00:00
00229,user00229@example.com,google-sub-00229,小野大輔,男性,50代,医療・福祉,フリーランス,埼玉県,新潟県,医療・福祉で活動するフリーランスの小野大輔です。会員No.00229として交流を楽しみにしています。,医療・福祉や関連分野で協業できる方,一方的な営業のみの方,"医療,フリーランス,埼玉",https://i.pravatar.cc/150?img=19,https://line.me/,https://instagram.com/,https://x.com/,,TRUE,FALSE,なし,オフライン,2026-05-22 17:00:00,2026-05-12 17:00:00,2026-05-23 00:00:00,2026-05-23 00:00:00
